"Laikotarpis","Rodiklis","Amžius","Gyvenamoji vietovė","Lytis","Matavimo vienetai","Reikšmė"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Moterys","asmenys","25439"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Vyrai ir moterys","asmenys","44585"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Vyrai","asmenys","20461"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Moterys","asmenys","24124"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Vyrai ir moterys","asmenys","42825"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Vyrai","asmenys","19838"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","59","Miestas ir kaimas","Moterys","asmenys","22987"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai ir moterys","asmenys","43909"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai","asmenys","19514"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Moterys","asmenys","24395"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai ir moterys","asmenys","45620"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai","asmenys","20594"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Moterys","asmenys","25026"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai ir moterys","asmenys","46338"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai","asmenys","21045"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Moterys","asmenys","25293"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai ir moterys","asmenys","44449"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Vyrai","asmenys","20277"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","60","Miestas ir kaimas","Moterys","asmenys","24172"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai ir moterys","asmenys","42655"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai","asmenys","18882"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Moterys","asmenys","23773"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai ir moterys","asmenys","44728"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai","asmenys","19877"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Moterys","asmenys","24851"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai ir moterys","asmenys","45099"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai","asmenys","20232"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Moterys","asmenys","24867"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai ir moterys","asmenys","46170"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Vyrai","asmenys","20837"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","61","Miestas ir kaimas","Moterys","asmenys","25333"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai ir moterys","asmenys","39265"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai","asmenys","17171"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Moterys","asmenys","22094"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai ir moterys","asmenys","43389"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai","asmenys","19255"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Moterys","asmenys","24134"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai ir moterys","asmenys","44156"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai","asmenys","19446"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Moterys","asmenys","24710"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai ir moterys","asmenys","44953"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Vyrai","asmenys","20015"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","62","Miestas ir kaimas","Moterys","asmenys","24938"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai ir moterys","asmenys","35912"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai","asmenys","15276"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Moterys","asmenys","20636"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai ir moterys","asmenys","40020"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai","asmenys","17563"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Moterys","asmenys","22457"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai ir moterys","asmenys","42907"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai","asmenys","18841"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Moterys","asmenys","24066"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai ir moterys","asmenys","43924"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Vyrai","asmenys","19169"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","63","Miestas ir kaimas","Moterys","asmenys","24755"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai ir moterys","asmenys","34967"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai","asmenys","14807"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Moterys","asmenys","20160"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai ir moterys","asmenys","36237"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai","asmenys","15529"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Moterys","asmenys","20708"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai ir moterys","asmenys","39563"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai","asmenys","17228"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Moterys","asmenys","22335"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai ir moterys","asmenys","42741"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Vyrai","asmenys","18610"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","64","Miestas ir kaimas","Moterys","asmenys","24131"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai ir moterys","asmenys","32774"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai","asmenys","13677"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Moterys","asmenys","19097"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai ir moterys","asmenys","35028"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai","asmenys","14880"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Moterys","asmenys","20148"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai ir moterys","asmenys","35603"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai","asmenys","15084"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Moterys","asmenys","20519"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai ir moterys","asmenys","39225"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Vyrai","asmenys","16939"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","65","Miestas ir kaimas","Moterys","asmenys","22286"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai ir moterys","asmenys","30390"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai","asmenys","12520"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Moterys","asmenys","17870"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai ir moterys","asmenys","32595"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai","asmenys","13693"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Moterys","asmenys","18902"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai ir moterys","asmenys","34375"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai","asmenys","14421"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Moterys","asmenys","19954"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai ir moterys","asmenys","35250"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Vyrai","asmenys","14805"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","66","Miestas ir kaimas","Moterys","asmenys","20445"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai ir moterys","asmenys","31080"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai","asmenys","12392"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Moterys","asmenys","18688"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai ir moterys","asmenys","30297"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai","asmenys","12551"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Moterys","asmenys","17746"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai ir moterys","asmenys","31980"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai","asmenys","13266"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Moterys","asmenys","18714"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai ir moterys","asmenys","33972"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Vyrai","asmenys","14087"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","67","Miestas ir kaimas","Moterys","asmenys","19885"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai ir moterys","asmenys","30424"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai","asmenys","11987"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Moterys","asmenys","18437"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai ir moterys","asmenys","30815"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai","asmenys","12388"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Moterys","asmenys","18427"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai ir moterys","asmenys","29653"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai","asmenys","12156"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Moterys","asmenys","17497"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai ir moterys","asmenys","31566"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Vyrai","asmenys","12946"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","68","Miestas ir kaimas","Moterys","asmenys","18620"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai ir moterys","asmenys","29872"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai","asmenys","11562"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Moterys","asmenys","18310"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai ir moterys","asmenys","30291"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai","asmenys","12014"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Moterys","asmenys","18277"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai ir moterys","asmenys","30114"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai","asmenys","11931"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Moterys","asmenys","18183"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai ir moterys","asmenys","29198"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Vyrai","asmenys","11821"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","69","Miestas ir kaimas","Moterys","asmenys","17377"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai ir moterys","asmenys","30223"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai","asmenys","11394"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Moterys","asmenys","18829"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai ir moterys","asmenys","29945"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai","asmenys","11707"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Moterys","asmenys","18238"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai ir moterys","asmenys","29535"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai","asmenys","11528"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Moterys","asmenys","18007"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai ir moterys","asmenys","29566"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Vyrai","asmenys","11535"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","70","Miestas ir kaimas","Moterys","asmenys","18031"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai ir moterys","asmenys","26677"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai","asmenys","9827"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Moterys","asmenys","16850"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai ir moterys","asmenys","29938"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai","asmenys","11298"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Moterys","asmenys","18640"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai ir moterys","asmenys","29035"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai","asmenys","11163"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Moterys","asmenys","17872"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai ir moterys","asmenys","28875"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Vyrai","asmenys","11056"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","71","Miestas ir kaimas","Moterys","asmenys","17819"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai ir moterys","asmenys","23867"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai","asmenys","8643"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Moterys","asmenys","15224"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai ir moterys","asmenys","26568"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai","asmenys","9843"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Moterys","asmenys","16725"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai ir moterys","asmenys","28982"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai","asmenys","10745"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Moterys","asmenys","18237"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai ir moterys","asmenys","28396"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Vyrai","asmenys","10740"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","72","Miestas ir kaimas","Moterys","asmenys","17656"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai ir moterys","asmenys","22196"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai","asmenys","7910"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Moterys","asmenys","14286"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai ir moterys","asmenys","23591"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai","asmenys","8625"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Moterys","asmenys","14966"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai ir moterys","asmenys","25660"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai","asmenys","9332"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Moterys","asmenys","16328"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai ir moterys","asmenys","28293"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Vyrai","asmenys","10276"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","73","Miestas ir kaimas","Moterys","asmenys","18017"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai ir moterys","asmenys","23517"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai","asmenys","8076"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Moterys","asmenys","15441"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai ir moterys","asmenys","21965"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai","asmenys","7953"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Moterys","asmenys","14012"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai ir moterys","asmenys","22692"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai","asmenys","8126"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Moterys","asmenys","14566"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai ir moterys","asmenys","24961"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Vyrai","asmenys","8925"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","74","Miestas ir kaimas","Moterys","asmenys","16036"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai ir moterys","asmenys","20007"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai","asmenys","6810"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Moterys","asmenys","13197"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai ir moterys","asmenys","23194"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai","asmenys","8005"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Moterys","asmenys","15189"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai ir moterys","asmenys","21079"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai","asmenys","7486"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Moterys","asmenys","13593"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai ir moterys","asmenys","21990"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Vyrai","asmenys","7724"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","75","Miestas ir kaimas","Moterys","asmenys","14266"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai ir moterys","asmenys","22474"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai","asmenys","7371"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Moterys","asmenys","15103"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai ir moterys","asmenys","19672"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai","asmenys","6756"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Moterys","asmenys","12916"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai ir moterys","asmenys","22168"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai","asmenys","7482"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Moterys","asmenys","14686"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai ir moterys","asmenys","20312"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Vyrai","asmenys","7048"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","76","Miestas ir kaimas","Moterys","asmenys","13264"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai ir moterys","asmenys","23942"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai","asmenys","7715"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Moterys","asmenys","16227"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai ir moterys","asmenys","22090"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai","asmenys","7281"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Moterys","asmenys","14809"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai ir moterys","asmenys","18714"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai","asmenys","6331"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Moterys","asmenys","12383"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai ir moterys","asmenys","21298"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Vyrai","asmenys","7001"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","77","Miestas ir kaimas","Moterys","asmenys","14297"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai ir moterys","asmenys","22677"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai","asmenys","7221"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Moterys","asmenys","15456"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai ir moterys","asmenys","23392"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai","asmenys","7577"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Moterys","asmenys","15815"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai ir moterys","asmenys","20952"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai","asmenys","6758"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Moterys","asmenys","14194"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai ir moterys","asmenys","17958"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Vyrai","asmenys","5940"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","78","Miestas ir kaimas","Moterys","asmenys","12018"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai ir moterys","asmenys","21310"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai","asmenys","6707"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Moterys","asmenys","14603"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai ir moterys","asmenys","21720"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai","asmenys","6955"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Moterys","asmenys","14765"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai ir moterys","asmenys","22052"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai","asmenys","6984"
